V2_READ_CODE	V2_TERM_CODE	V2_TERM	V3_READ_CODE	V3_TERM_ID	V3_TERM	SNOMED_CONCEPT_ID	SNOMED_DESCRIPTION_ID	SNOMED_TERM	KEY	COMMENTS	REPORT	REQUEST	BATTERY	LEVEL	TEST	RATIO	BOOLEAN	TEXT	STATUS	RELEASE_DATE
43jS0	00	Coronavirus NADA	Xab7a	Yaww3	Coronavirus NADA	1029481000000103	2595381000000117	Coronavirus nucleic acid detection assay		Deleted Oct 14. Replaced by 43jS1 Coronavirus ribonucleic acid detection assay	T	T	F	F	T	F	T	T	D	2014-04-01
43jT0	00	Coxiella burnet (Q fever) NADA	Xab7S	Yawvv	Coxiella burnet (Q fever) NADA	1002501000000105	2573231000000116	Coxiella burnetii (Q fever) nucleic acid detection assay			T	T	F	F	T	F	T	T	C	2014-04-01
43jV0	00	Epstein-Barr virus NADA	Xab7d	Yaww6	Epstein-Barr virus NADA	1029491000000101	2595401000000117	Epstein-Barr virus nucleic acid detection assay		Deleted Oct 14. Replaced by 43jV1 Epstein-Barr virus deoxyribonucleic acid detection assay	T	T	F	F	T	F	T	T	D	2014-04-01
43jW0	00	Hepatitis E NADA	Xab7s	YawwL	Hepatitis E NADA	1031641000000106	2595461000000118	Hepatitis E nucleic acid detection assay		Deleted Oct 14. Replaced by 43jW1 Hepatitis E ribonucleic acid detection assay	T	T	F	F	T	F	T	T	D	2014-04-01
43jX0	00	Human MPV NADA	Xab83	YawwW	Human MPV NADA	1029501000000107	2595541000000115	Human metapneumovirus nucleic acid detection assay		Deleted Oct 14. Replaced by 43jX1 Human metapneumovirus ribonucleic acid detection assay	T	T	F	F	T	F	T	T	D	2014-04-01
43jY0	00	Human papilloma virus NADA	Xab7T	Yawvw	Human papilloma virus NADA	1029511000000109	2595331000000116	Human papilloma virus nucleic acid detection assay		Deleted Oct 14. Replaced by 43jY1 Human papilloma virus deoxyribonucleic acid detection assay	T	T	F	F	T	F	T	T	D	2014-04-01
43jZ0	00	JC virus NADA	Xab87	YawwZ	JC virus NADA	1031801000000107	2595571000000114	JC virus nucleic acid detection assay		Deleted Oct 14. Replaced by 43jZ1 JC virus deoxyribonucleic acid detection assay	T	T	F	F	T	F	T	T	D	2014-04-01
43ja0	00	Measles virus NADA	Xab89	Yawwb	Measles virus NADA	1029521000000103	2595581000000111	Measles virus nucleic acid detection assay		Deleted Oct 14. Replaced by 43ja1 Measles virus ribonucleic acid detection assay	T	T	F	F	T	F	T	T	D	2014-04-01
43jb0	00	Molluscum contagiosum NADA	Xab7U	Yawvx	Molluscum contagiosum NADA	1030241000000104	2595341000000113	Molluscum contagiosum nucleic acid detection assay		Deleted Oct 14. Replaced by 43jb1 Molluscum contagiosum virus deoxyribonucleic acid detection assay	T	T	F	F	T	F	T	T	D	2014-04-01
43jc0	00	Mumps virus NADA	Xab8C	Yawwe	Mumps virus NADA	1030251000000101	2595591000000113	Mumps virus nucleic acid detection assay		Deleted Oct 14. Replaced by 43jc1 Mumps virus ribonucleic acid detection assay	T	T	F	F	T	F	T	T	D	2014-04-01
43jd0	00	Mycoplasma NADA	Xab8F	Yawwh	Mycoplasma NADA	1002511000000107	2584641000000118	Mycoplasma nucleic acid detection assay			T	T	F	F	T	F	T	T	C	2014-04-01
43je0	00	Nipah virus NADA	Xab8H	Yawwj	Nipah virus NADA	1031651000000109	2595601000000119	Nipah virus nucleic acid detection assay		Deleted Oct 14. Replaced by 43je1 Nipah virus ribonucleic acid detection assay	T	T	F	F	T	F	T	T	D	2014-04-01
43jf0	00	Norovirus NADA	Xab8K	Yawwm	Norovirus NADA	1029531000000101	2595611000000117	Norovirus nucleic acid detection assay		Deleted Oct 14. Replaced by 43jf1 Norovirus ribonucleic acid detection assay	T	T	F	F	T	F	T	T	D	2014-04-01
43jg0	00	Poxvirus NADA	Xab95	YawxV	Poxvirus NADA	1029541000000105	2597111000000116	Poxvirus nucleic acid detection assay		Deleted Oct 14. Replaced by 43jg1 Poxvirus deoxyribonucleic acid detection assay	T	T	F	T	T	F	T	T	D	2014-04-01
43jh0	00	Rabies virus NADA	Xab96	YawxW	Rabies virus NADA	1030281000000107	2597121000000110	Rabies virus nucleic acid detection assay		Deleted Oct 14. Replaced by 43jh1 Rabies virus ribonucleic acid detection assay	T	T	F	F	T	F	T	T	D	2014-04-01
43ji0	00	Rhinovirus NADA	Xab97	YawxX	Rhinovirus NADA	1031661000000107	2597131000000112	Rhinovirus nucleic acid detection assay		Deleted Oct 14. Replaced by 43ji1 Rhinovirus ribonucleic acid detection assay	T	T	F	F	T	F	T	T	D	2014-04-01
43jj0	00	Rotavirus NADA	Xab98	YawxY	Rotavirus NADA	1029551000000108	2597141000000115	Rotavirus nucleic acid detection assay		Deleted Oct 14. Replaced by 43jj1 Rotavirus ribonucleic acid detection assay	T	T	F	F	T	F	T	T	D	2014-04-01
43jk0	00	RSV NADA	Xab99	YawxZ	RSV NADA	1030271000000105	2597151000000117	Respiratory syncytial virus nucleic acid detection assay		Deleted Oct 14. Replaced by 43jk1 Respiratory syncytial virus ribonucleic acid detection assay	T	T	F	F	T	F	T	T	D	2014-04-01
43jl0	00	Sapovirus NADA	Xab9A	Yawxa	Sapovirus NADA	1029561000000106	2597161000000119	Sapovirus nucleic acid detection assay		Deleted Oct 14. Replaced by 43jl1 Sapovirus ribonucleic acid detection assay	T	T	F	F	T	F	T	T	D	2014-04-01
43jm0	00	Rubella virus NADA	Xab7V	Yawvy	Rubella virus NADA	1031811000000109	2595351000000111	Rubella virus nucleic acid detection assay		Deleted Oct 14. Replaced by 43jm1 Rubella virus ribonucleic acid detection assay	T	T	F	F	T	F	T	T	D	2014-04-01
43jn0	00	SARS virus NADA	Xab9B	Yawxb	SARS virus NADA	1029571000000104	2597171000000114	SARS (severe acute respiratory syndrome) virus nucleic acid detection assay		Deleted Oct 14. Replaced by 43jn1 Severe acute respiratory syndrome virus ribonucleic acid detection assay	T	T	F	F	T	F	T	T	D	2014-04-01
43jo0	00	West Nile fever virus NADA	Xab7W	Yawvz	West Nile fever virus NADA	1029821000000101	2595361000000114	West Nile fever virus nucleic acid detection assay		Deleted Oct 14. Replaced by 43jo1 West Nile fever virus ribonucleic acid detection assay	T	T	T	T	T	T	T	T	D	2014-04-01
43jp0	00	Mycobacteria NADA	Xab8D	Yawwf	Mycobacteria NADA	1001781000000102	2584521000000112	Mycobacteria nucleic acid detection assay			T	T	F	F	T	F	T	T	C	2014-04-01
43jq0	00	Tropheryma whipplei NADA	Xab7X	Yaww0	Tropheryma whipplei NADA	1001791000000100	2563921000000116	Tropheryma whipplei nucleic acid detection assay			T	T	F	F	T	F	T	T	C	2014-04-01
43jr0	00	HTLV NADA	Xab81	YawwV	HTLV NADA	1008291000000102	2561701000000110	HTLV (human T-lymphotropic virus) RNA (ribonucleic acid) detection assay		Deleted Oct 14. Replaced by 43jr2 HTLV ribonucleic acid detection assay	T	T	T	F	T	F	T	T	D	2014-04-01
43js0	00	Haemorrhagic fever NADA	Xab7m	YawwF	Haemorrhagic fever NADA	1029691000000104	2595411000000115	Haemorrhagic fever nucleic acid detection assay		Deleted Oct 14. Replaced by 43js1 Haemorrhagic fever ribonucleic acid detection assay	T	T	T	F	F	F	F	F	D	2014-04-01
43jt0	00	Human herpes virus 6 NADA	Xab7t	YawwM	Human herpes virus 6 NADA	1029701000000104	2595471000000113	Human herpes virus 6 nucleic acid detection assay		Deleted Oct 14. Replaced by 43jt1 Human herpesvirus 6 deoxyribonucleic acid detection assay	T	T	F	T	T	F	T	T	D	2014-04-01
43ju0	00	Human herpes virus 7 NADA	Xab7u	YawwN	Human herpes virus 7 NADA	1029711000000102	2595481000000110	Human herpes virus 7 nucleic acid detection assay		Deleted Oct 14. Replaced by 43ju0 Human herpes virus 7 nucleic acid detection assay	T	T	F	T	T	F	T	T	D	2014-04-01
43jv0	00	Human herpes virus 8 NADA	Xab7x	YawwQ	Human herpes virus 8 NADA	1029721000000108	2595491000000112	Human herpes virus 8 nucleic acid detection assay		Deleted Oct 14. Replaced by 43jv1 Human herpesvirus 8 deoxyribonucleic acid detection assay	T	T	F	T	T	F	T	T	D	2014-04-01
43jx0	00	Parainfluenza type 1 NADA	Xab8L	Yawwn	Parainfluenza type 1 NADA	1029731000000105	2595621000000111	Parainfluenza type 1 nucleic acid detection assay		Deleted Oct 14. Replaced by 43jx1 Parainfluenza virus type 1 ribonucleic acid detection assay	T	T	F	T	T	F	T	T	D	2014-04-01
43jy0	00	Parainfluenza type 2 NADA	Xab8w	YawxO	Parainfluenza type 2 NADA	1029741000000101	2597051000000118	Parainfluenza type 2 nucleic acid detection assay		Deleted Oct 14. Replaced by 43jy1 Parainfluenza virus type 2 ribonucleic acid detection assay	T	T	F	T	T	F	T	T	D	2014-04-01
43jz0	00	Parainfluenza type 3 NADA	Xab8y	YawxP	Parainfluenza type 3 NADA	1029751000000103	2597061000000115	Parainfluenza type 3 nucleic acid detection assay		Deleted Oct 14. Replaced by 43jz1 Parainfluenza virus type 3 ribonucleic acid detection assay	T	T	F	T	T	F	F	F	D	2014-04-01
43mQ0	00	Se thyroid stimulating Ab conc	XabCz	Yax0j	Se thyroid stimulating Ab conc	1004411000000104	2584951000000114	Serum thyroid stimulating antibody concentration			T	T	F	T	T	T	F	T	C	2014-04-01
43rQ0	00	Se U1 snRNP Ab level	Xab8m	YawxI	Se U1 snRNP Ab level	1000371000000108	2569571000000114	Serum U1 snRNP (uridine 1 small nuclear ribonucleoprotein) antibody level			T	T	T	T	T	T	T	T	C	2014-04-01
43rW.	00	Se anti-CCP antibody level	XabFb	Yax2h	Se anti-CCP antibody level	1003821000000106	2564191000000117	Serum anti-cyclic citrullinated peptide antibody level			T	T	F	T	T	F	F	F	C	2014-04-01
43rX.	00	Se anti-MCV antibody level	XabFc	Yax2i	Se anti-MCV antibody level	1003791000000101	2573361000000117	Serum anti-mutated citrullinated vimentin antibody level			T	T	F	T	T	F	F	F	C	2014-04-01
43rY.	00	Se anti-VCP antibody level	XabFd	Yax2j	Se anti-VCP antibody level	1003781000000103	2560621000000119	Serum anti-viral citrullinated peptide antibody level			T	T	F	T	T	F	F	F	C	2014-04-01
43w00	00	Poliovirus type 1 NADA	Xab92	YawxS	Poliovirus type 1 NADA	1029761000000100	2597091000000114	Poliovirus type 1 nucleic acid detection assay		Deleted Oct 14. Replaced by 43w01 Poliovirus type 1 ribonucleic acid detection assay	T	T	F	T	T	F	T	T	D	2014-04-01
43w10	00	Poliovirus type 2 NADA	Xab93	YawxT	Poliovirus type 2 NADA	1030261000000103	2597101000000118	Poliovirus type 2 nucleic acid detection assay		Deleted Oct 14. Replaced by 43w11 Poliovirus type 2 ribonucleic acid detection assay	T	T	F	T	T	F	T	T	D	2014-04-01
43w20	00	Poliovirus type 3 NADA	Xab94	YawxU	Poliovirus type 3 NADA	1029771000000107	2597081000000112	Poliovirus type 3 nucleic acid detection assay		Deleted Oct 14. Replaced by 43w21 Poliovirus type 3 ribonucleic acid detection assay	T	T	F	T	T	F	T	T	D	2014-04-01
43w40	00	Herpes simplex virus 1 NADA	Xab7O	Yawvr	Herpes simplex virus 1 NADA	1029781000000109	2605061000000115	Herpes simplex virus type 1 nucleic acid detection assay		Deleted Oct 14. Replaced by 43w41 Herpes simplex type 1 deoxyribonucleic acid detection assay	T	T	F	T	T	F	T	T	D	2014-04-01
43w50	00	Herpes simplex virus 2 NADA	Xab7P	Yawvs	Herpes simplex virus 2 NADA	1003991000000103	2556191000000117	Herpes simplex virus type 2 nucleic acid detection assay			T	T	F	T	T	F	T	T	C	2014-04-01
43w60	00	Influenza A NADA	Xab85	YawwX	Influenza A NADA	1029881000000100	2595551000000117	Influenza A nucleic acid detection assay		Deleted Oct 14. Replaced by 43w61 Influenza A virus ribonucleic acid detection assay	T	T	F	F	T	F	T	T	D	2014-04-01
43w70	00	Hepatitis A NADA	Xab7o	YawwH	Hepatitis A NADA	1029891000000103	2595431000000111	Hepatitis A nucleic acid detection assay		Deleted Oct 14. Replaced by 43w71 Hepatitis A ribonucleic acid detection assay	T	T	F	T	T	F	T	T	D	2014-04-01
43w90	00	Parainfluenza type 4 NADA	Xab8z	YawxQ	Parainfluenza type 4 NADA	1029901000000102	2597071000000110	Parainfluenza type 4 nucleic acid detection assay		Deleted Oct 14. Replaced by 43w91 Parainfluenza virus type 4 ribonucleic acid detection assay	T	T	T	T	T	T	T	T	D	2014-04-01
43wD0	00	Influenza B NADA	Xab86	YawwY	Influenza B NADA	1029911000000100	2595561000000119	Influenza B nucleic acid detection assay		Deleted Oct 14. Replaced by 43wD1 Influenza B virus ribonucleic acid detection assay	T	T	F	F	T	F	T	T	D	2014-04-01
43y3.	00	Serum kappa light chain level	XabBH	YawzP	Serum kappa light chain level	1002591000000103	2556071000000115	Serum kappa light chain level			T	T	F	T	T	F	F	F	C	2014-04-01
43y4.	00	Serum lambda light chain level	XabBI	YawzQ	Serum lambda light chain level	1002581000000100	2563991000000118	Serum lambda light chain level			T	T	F	T	T	F	F	F	C	2014-04-01
443j0	00	Se prolactin PEG recovery lev	XaasC	YawgJ	Se prolactin PEG recovery lev	998561000000104	2563561000000116	Serum prolactin polyethylene glycol recovery level			T	T	F	T	T	F	F	F	C	2014-04-01
447K0	00	Ur dehydroepiandro:creat ratio	Xab9r	Yawy7	Ur dehydroepiandro:creat ratio	1005831000000109	2551291000000119	Urine dehydroepiandrostenedione:creatinine ratio			T	T	F	F	T	T	F	F	C	2014-04-01
44AI0	00	Plasma renin activity ambulant	XabDE	Yax10	Plasma renin activity ambulant	1005821000000107	2564431000000110	Plasma renin activity ambulant			T	T	F	T	T	F	F	F	C	2014-04-01
44AK0	00	Pl renin activity recumbent	XabDG	Yax12	Pl renin activity recumbent	1002631000000103	2577491000000111	Plasma renin activity recumbent			T	T	F	T	T	F	F	F	C	2014-04-01
44AV.	00	Se N-term pro BNP conc	XabAm	Yawyp	Se N-term pro BNP conc	998431000000108	2576961000000111	Serum N-terminal pro B-type natriuretic peptide concentration			T	T	F	T	T	F	F	F	C	2014-04-01
44AW.	00	Pl N-term pro BNP conc	XabAn	Yawyq	Pl N-term pro BNP conc	998421000000106	2563521000000112	Plasma N-terminal pro B-type natriuretic peptide concentration			T	T	F	T	T	F	F	F	C	2014-04-01
44AX.	00	Se B-typ natriuret peptid conc	XabAo	Yawyr	Se B-typ natriuret peptid conc	998441000000104	2559981000000113	Serum B-type natriuretic peptide concentration			T	T	F	T	T	F	F	F	C	2014-04-01
44AY.	00	Pl N-terminal glucagon level	XabCu	Yax0e	Pl N-terminal glucagon level	1000401000000105	2577231000000114	Plasma N-terminal glucagon level			T	T	F	T	T	F	F	F	C	2014-04-01
44Aa.	00	Pl homovanillic acid conc	XabGg	Yax3p	Pl homovanillic acid conc	1002331000000107	2560481000000115	Plasma homovanillic acid concentration			T	T	F	T	T	F	F	F	C	2014-04-01
44CO0	00	Se acetylcholinesterase level	XabAd	Yawyl	Se acetylcholinesterase level	1000521000000100	2560851000000111	Serum acetylcholinesterase level			T	T	F	T	T	F	F	F	C	2014-04-01
44CO1	00	Se butyrylcholinesterase level	XabAe	Yawym	Se butyrylcholinesterase level	1000541000000107	2571711000000116	Serum butyrylcholinesterase level			T	T	F	T	T	F	F	F	C	2014-04-01
44CW0	00	Serum Roche number	Xab9H	Yawxh	Serum Roche number	1005801000000103	2556441000000118	Serum Roche number			T	T	F	T	T	F	F	F	C	2014-04-01
44Ci0	00	RBC acetylcholinesterase level	XabAc	Yawyk	RBC acetylcholinesterase level	1000531000000103	2571701000000118	Red blood cell acetylcholinesterase level			T	T	F	T	T	F	F	F	C	2014-04-01
44HK0	00	Se macromolecular CK level	XabDx	Yax1T	Se macromolecular CK level	1006181000000109	2585191000000119	Serum macromolecular creatine kinase level			T	T	F	T	T	F	F	F	C	2014-04-01
44Lk0	00	Serum magnesium adjusted level	XaJoV	YawwU	Serum magnesium adjusted level	1004511000000100	2585571000000110	Serum magnesium adjusted level			T	T	F	T	T	F	F	F	C	2014-04-01
44Lm0	00	Serum cobalt level	Xab8N	Yawwp	Serum cobalt level	1000161000000103	2572941000000111	Serum cobalt level			T	T	F	T	T	F	F	F	C	2014-04-01
44Lm1	00	Plasma cobalt level	Xab8O	Yawwq	Plasma cobalt level	1000171000000105	2555771000000110	Plasma cobalt level			T	T	F	T	T	F	F	F	C	2014-04-01
44Lo.	00	Serum silver level	Xab8Y	Yawx7	Serum silver level	1000351000000104	2572971000000117	Serum silver level			T	T	F	T	T	F	F	F	C	2014-04-01
44Lp.	00	Serum alpha carotene level	XabBl	Yawzj	Serum alpha carotene level	998471000000105	2576971000000116	Serum alpha carotene level			T	T	F	T	T	F	F	F	C	2014-04-01
44M52	00	Se retinol binding protein lev	XabAu	Yawz2	Se retinol binding protein lev	999891000000103	2584221000000110	Serum retinol binding protein level			T	T	F	T	T	F	F	F	C	2014-04-01
44MP0	00	Pl retinol binding protein lev	XabAv	Yawz3	Pl retinol binding protein lev	1000191000000109	2584251000000117	Plasma retinol binding protein level			T	T	F	T	T	F	F	F	C	2014-04-01
44MR.	00	Serum transcobalamin level	Xab8e	YawxD	Serum transcobalamin level	1000361000000101	2584301000000112	Serum transcobalamin level			T	T	T	T	T	F	T	T	C	2014-04-01
44PL0	00	Se non HDL cholesterol level	XabE1	Yax1a	Se non HDL cholesterol level	1006191000000106	2585861000000117	Serum non high density lipoprotein cholesterol level			T	T	F	T	T	F	F	F	C	2014-04-01
44W43	00	Serum valproate concentration	Xab1u	YawrN	Serum valproate concentration	1005781000000104	2573551000000114	Serum valproate concentration			T	T	F	T	T	F	F	F	C	2014-04-01
44X41	00	Serum methanol concentration	Xab0I	Yawph	Serum methanol concentration	1005791000000102	2564421000000113	Serum methanol concentration			T	T	F	T	T	F	F	F	C	2014-04-01
44X42	00	Plasma methanol concentration	XabLB	Yax8f	Plasma methanol concentration	1002441000000109	2573221000000118	Plasma methanol concentration			T	T	F	T	T	F	F	F	C	2014-04-01
44XG.	00	Serum thallium level	Xab8T	Yawwv	Serum thallium level	1002261000000106	2584611000000119	Serum thallium level			T	T	F	T	T	F	F	F	C	2014-04-01
44ZM0	00	RBC zinc protoporphyrin conc	XaawG	Yawl3	RBC zinc protoporphyrin conc	998591000000105	2569341000000113	Red blood cell zinc protoporphyrin concentration			T	T	F	T	T	F	F	F	C	2014-04-01
44ZX0	00	Serum cystatin C level	XabBD	YawzL	Serum cystatin C level	1002561000000109	2560491000000118	Serum cystatin C level			T	T	F	T	T	F	F	F	C	2014-04-01
44ZY1	00	Se ethylene glycol conc	XaazO	Yawol	Se ethylene glycol conc	1002471000000103	2556051000000112	Serum ethylene glycol concentration			T	T	F	T	T	F	F	F	C	2014-04-01
44Za0	00	Se fasting beta CTx conc	XabEg	Yax28	Se fasting beta CTx conc	1000551000000105	2584331000000118	Serum fasting beta C terminal telopeptide concentration			T	T	F	T	T	F	F	F	C	2014-04-01
44Zd0	00	Se C-term telopep I collgn lev	XabEB	Yax1l	Se C-term telopep I collgn lev	1003911000000107	2585501000000119	Serum carboxy-terminal telopeptide of type I collagen level			T	T	F	T	T	F	F	F	C	2014-04-01
44Ze.	00	Pl porphyrin screening test	XaawE	Yawl1	Pl porphyrin screening test	998631000000105	2572781000000118	Plasma porphyrin screening test			T	T	F	T	T	F	F	F	C	2014-04-01
44Zf.	00	RBC free protoporph conc	XaawF	Yawl2	RBC free protoporph conc	1006091000000107	2605891000000116	RBC (red blood cell) free protoporphyrin concentration			T	T	F	T	T	F	F	F	C	2014-04-01
44Zg.	00	Pl HCG conc	XabDC	Yax0z	Pl HCG conc	998551000000102	2581931000000116	Plasma human chorionic gonadotrophin concentration			T	T	F	T	T	F	F	F	C	2014-04-01
44a02	00	Se CEA (carcinoembrynic Ag) lv	Xab9j	Yawy5	Se CEA (carcinoembrynic Ag) lv	1000471000000102	2607201000000116	Serum CEA (carcinoembryonic antigen) level			T	T	F	T	T	F	F	F	C	2014-04-01
44a20	00	Se CA 15-3 level	XabAK	YawyS	Se CA 15-3 level	1000441000000108	2607181000000115	Serum CA 15-3 (cancer antigen 15-3) level			T	T	F	T	T	F	F	F	C	2014-04-01
44a30	00	Se CA 19-9 level	XabAL	YawyU	Se CA 19-9 level	1000451000000106	2607191000000118	Serum CA 19-9 (cancer antigen 19-9) level			T	T	F	T	T	F	F	F	C	2014-04-01
44a60	00	Se CA 125 level	Xab9u	YawyA	Se CA 125 level	1000461000000109	2607171000000117	Serum CA 125 (cancer antigen 125) level			T	T	F	T	T	F	F	F	C	2014-04-01
44kT.	00	Plasma 3 hydroxybutyrate level	XabDt	Yax1O	Plasma 3 hydroxybutyrate level	1005951000000107	2561471000000114	Plasma 3 hydroxybutyrate level			T	T	F	T	T	F	F	F	C	2014-04-01
44lV0	00	Pl aldosteron:renin activ rtio	XabDq	Yax1L	Pl aldosteron:renin activ rtio	1006161000000100	2585181000000116	Plasma aldosterone:renin activity ratio			T	T	F	T	T	T	F	F	C	2014-04-01
44lV1	00	Pl aldosteron:renin conc ratio	XabDr	Yax1M	Pl aldosteron:renin conc ratio	1006151000000103	2551341000000117	Plasma aldosterone:renin concentration ratio			T	T	F	T	T	T	F	F	C	2014-04-01
44ld0	00	Se monomer:totl prolactin rtio	XabDs	Yax1N	Se monomer:totl prolactin rtio	1006171000000107	2556491000000111	Serum monomeric:total prolactin ratio			T	T	F	T	T	T	F	F	C	2014-04-01
44le0	00	Se kappa:lambda lght chn ratio	XabBC	YawzK	Se kappa:lambda lght chn ratio	1000231000000100	2563751000000112	Serum kappa:lambda light chain ratio			T	T	F	F	T	T	F	F	C	2014-04-01
44qY.	00	Ur benzodiazepine screen test	XabCa	Yax0O	Ur benzodiazepine screen test	998511000000101	2569331000000116	Urine benzodiazepine screening test			T	T	F	F	T	F	T	F	C	2014-04-01
44qZ.	00	Ur benzoylecgonine screen test	XabCb	Yax0P	Ur benzoylecgonine screen test	998521000000107	2560001000000118	Urine benzoylecgonine screening test			T	T	F	F	T	F	T	F	C	2014-04-01
44uR0	00	Se carbamazep 10,11 epox conc	Xaaz2	YawoS	Se carbamazep 10,11 epox conc	1006541000000109	2585941000000110	Serum carbamazepine 10,11 epoxide concentration			T	T	F	T	T	F	F	F	C	2014-04-01
44uS0	00	WBl sirolimus conc	XabCZ	Yax0N	WBl sirolimus conc	1003761000000107	2556161000000111	Whole blood sirolimus concentration			T	T	F	T	T	F	F	F	C	2014-04-01
44uV0	00	Se mycophenolic acid conc	Xab13	YawqS	Se mycophenolic acid conc	1005761000000108	2577921000000118	Serum mycophenolic acid concentration			T	T	F	T	T	F	F	F	C	2014-04-01
44uX0	00	Serum pregabalin level	XabC4	Yawzx	Serum pregabalin level	1005771000000101	2561451000000117	Serum pregabalin level			T	T	F	T	T	F	F	F	C	2014-04-01
44uZ0	00	Se oxcarbazepine metabolite lv	XabC5	Yawzy	Se oxcarbazepine metabolite lv	1004381000000101	2561281000000110	Serum oxcarbazepine metabolite level			T	T	F	T	T	F	F	F	C	2014-04-01
44ua0	00	Serum aciclovir level	XabC8	Yax00	Serum aciclovir level	1005751000000105	2573541000000111	Serum aciclovir level			T	T	F	T	T	F	F	F	C	2014-04-01
44ub0	00	Serum valaciclovir level	XabCT	Yax0H	Serum valaciclovir level	1005741000000107	2573531000000119	Serum valaciclovir level			T	T	F	T	T	F	F	F	C	2014-04-01
44uc0	00	Serum ganciclovir level	XabCU	Yax0I	Serum ganciclovir level	1005731000000103	2556431000000110	Serum ganciclovir level			T	T	F	T	T	F	F	F	C	2014-04-01
